MSZoning,Neighborhood,HouseStyle,Exterior1st,Foundation,BsmtExposure,GarageType,GarageFinish,MoSold_cat,MSSubClass,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,BsmtFinType1_ord,TotalSF,TotalBathrooms,Age,PorchSF,ComponentsQual,HasBsmt,HasGarage,Has2ndFloor,HasPool,Remodeled,SalePrice,SalePrice_log
RL,NAmes,1Story,Wd Sdng,CBlock,No,Attchd,RFn,Apr,20,7000,5,7,45.0,588,6,0,1,0,1,1949.0,1.0,47,16,3.25,1,1,0,0,1,135000,11.813037464800539
RL,NAmes,1Story,BrkFace,CBlock,Mn,BuiltIn,Fin,Jul,20,8910,6,6,0.0,655,6,1,2,0,4,1725.9,1.4,47,192,3.25,1,1,0,0,0,159500,11.979805470779858
RM,BrDale,2Story,HdBoard,CBlock,No,Detchd,Unf,Apr,160,2016,5,5,304.0,0,6,0,2,0,3,1808.4,2.5,37,0,3.0,1,1,1,0,0,106000,11.571203807011969
RL,NoRidge,2Story,HdBoard,PConc,Av,Attchd,RFn,Apr,60,12256,8,5,362.0,1032,9,2,2,186,4,3802.2000000000003,3.3,16,32,3.75,1,1,1,0,1,325000,12.691583538230217
RL,SawyerW,1Story,HdBoard,PConc,Mn,Attchd,Fin,May,20,10357,7,5,0.0,738,6,1,2,0,4,2181.4,2.8,17,244,3.5,1,1,0,0,1,179900,12.100161978566867
RL,Gilbert,2Story,VinylSd,PConc,No,BuiltIn,RFn,Sep,60,23257,7,5,0.0,0,9,1,2,0,3,2732.2000000000003,2.5,0,100,3.875,1,1,1,0,0,274725,12.52352951631214
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,RFn,Nov,60,8063,6,5,0.0,0,7,1,2,100,3,2429.2,2.5,7,48,3.375,1,1,1,0,0,181000,12.10625783509458
RL,NridgHt,1Story,MetalSd,PConc,Mn,Attchd,Fin,Mar,20,11362,8,5,42.0,1039,7,1,3,125,4,3315.5,2.8,5,185,3.75,1,1,0,0,1,280000,12.54254845357358
RL,Gilbert,2Story,HdBoard,PConc,No,Attchd,Fin,Jun,60,8000,6,5,0.0,219,8,1,2,224,4,2276.4,3.3,13,84,3.25,1,1,1,0,1,188000,12.144202560946876
RL,NWAmes,2Story,Plywood,CBlock,No,Attchd,RFn,Sep,60,10480,7,6,660.0,403,8,1,2,0,4,2614.4,2.5,32,69,3.0,1,1,1,0,0,205000,12.230770136157428
RL,NAmes,1Story,WdShing,CBlock,No,Detchd,Unf,Jul,20,7100,5,7,0.0,708,5,0,1,0,4,1476.1000000000001,1.8,49,0,3.0,1,1,0,0,0,129900,11.774527900858468
RL,NAmes,1Story,Wd Sdng,CBlock,No,Attchd,Unf,May,20,8923,5,7,0.0,643,6,0,1,0,2,1821.0,1.8,54,18,3.25,1,1,0,0,1,134500,11.80932691294063
RL,OldTown,1Story,MetalSd,CBlock,No,Detchd,Unf,Aug,20,5400,5,7,0.0,415,4,0,1,0,1,1508.4,1.0,52,0,3.5,1,1,0,0,1,117000,11.669937760751914
RL,NridgHt,1Story,VinylSd,PConc,No,Attchd,RFn,Nov,20,12085,8,5,328.0,1004,7,1,3,0,4,3130.5,2.8,0,0,3.875,1,1,0,0,0,318000,12.669809806411457
RL,Gilbert,SLvl,VinylSd,PConc,No,BuiltIn,Fin,Mar,80,7750,8,5,0.0,353,7,1,2,120,4,1745.4,3.3,7,0,3.625,1,1,1,0,0,184100,12.123239799036943
RL,Sawyer,1Story,VinylSd,CBlock,No,Attchd,RFn,May,20,9764,5,7,0.0,702,5,0,2,0,2,1614.9,1.8,41,0,3.375,1,1,0,0,1,130000,11.775297421715827
RL,Sawyer,SLvl,MetalSd,CBlock,No,BuiltIn,RFn,Dec,80,13825,5,6,0.0,0,6,0,1,280,3,2035.9,1.4,50,34,3.125,1,1,1,0,1,140000,11.849404844423074
RL,NAmes,1Story,BrkFace,CBlock,No,Attchd,RFn,Jul,20,7560,5,5,0.0,369,6,0,1,140,3,1879.0,1.0,47,252,3.0,1,1,0,0,0,133700,11.803361242493628
RM,IDOTRR,1Story,BrkFace,BrkTil,No,Detchd,Unf,May,30,8263,6,5,0.0,0,6,1,1,0,3,1827.5,1.0,87,134,3.0,1,1,0,0,1,118400,11.681832447342321
RL,CollgCr,1Story,VinylSd,PConc,Av,Attchd,RFn,Jul,20,10084,7,5,196.0,24,7,0,3,144,4,2802.0000000000005,2.0,1,20,3.625,1,1,0,0,1,212900,12.268582547911404
RL,Edwards,1Story,AsbShng,CBlock,No,Basment,Unf,Oct,20,8926,4,3,0.0,0,5,0,1,64,3,1497.6,1.0,53,160,3.25,1,1,0,0,0,112000,11.626263078808801
RL,Edwards,1Story,VinylSd,CBlock,No,,,Jun,20,9405,5,9,0.0,0,4,0,0,0,3,1261.4,1.4,62,200,2.75,1,0,0,0,1,118000,11.678448377988165
RL,Gilbert,SLvl,HdBoard,PConc,No,Attchd,Fin,Jul,80,9125,7,5,170.0,0,7,1,2,100,3,1789.2,2.5,15,25,3.375,1,1,1,0,0,163900,12.007017865994577
RL,NAmes,1Story,Plywood,CBlock,No,Detchd,Unf,Nov,20,10434,4,5,0.0,0,5,1,2,0,3,1815.0,1.0,54,0,2.625,1,1,0,0,0,115000,11.652696102959753
RL,Blmngtn,1Story,VinylSd,PConc,No,Attchd,Fin,Jun,120,3684,7,5,130.0,0,7,1,3,143,3,2658.7000000000003,2.0,2,20,3.625,1,1,0,0,0,174000,12.066816325306588
RL,Gilbert,1Story,VinylSd,PConc,Av,Attchd,Fin,Nov,20,14572,7,5,0.0,1300,7,1,3,144,4,2772.2,2.8,3,36,3.625,1,1,0,0,0,259000,12.464587201678082
RL,Gilbert,2Story,VinylSd,PConc,Av,BuiltIn,Fin,Jul,60,11796,7,5,0.0,0,8,1,2,100,3,2642.5,2.5,3,48,3.625,1,1,1,0,1,215000,12.278397958261774
RM,OldTown,SFoyer,MetalSd,CBlock,Gd,Detchd,Unf,Aug,90,7200,5,5,180.0,936,4,0,2,49,4,1690.8000000000002,1.8,27,0,3.125,1,1,0,0,0,140000,11.849404844423074
RL,SWISU,1.5Fin,WdShing,BrkTil,No,Detchd,Unf,Dec,50,7804,4,3,0.0,622,7,2,2,431,2,2885.1,2.8,81,44,3.125,1,1,1,0,1,135000,11.813037464800539
RL,Mitchel,1Story,HdBoard,PConc,Mn,,,Sep,20,10712,5,5,0.0,212,5,0,0,0,2,1759.5,1.0,16,28,2.375,1,0,0,0,1,93500,11.445727410406752
RM,OldTown,2Story,Wd Sdng,BrkTil,Mn,Detchd,Unf,May,70,9900,6,4,0.0,0,8,0,1,0,3,3025.4,2.0,127,48,2.75,1,1,1,0,1,117500,11.674202123168433
RL,SawyerW,2Story,VinylSd,PConc,No,Attchd,RFn,Jun,60,9828,8,5,0.0,584,8,1,2,0,4,2930.4,2.5,14,155,3.625,1,1,1,0,0,239500,12.386312871189734
RL,Gilbert,2Story,VinylSd,PConc,Av,Attchd,Fin,Aug,60,8773,6,5,0.0,0,7,1,2,100,3,2338.5,2.5,10,38,3.25,1,1,1,0,0,169000,12.037659911047468
RM,BrkSide,1Story,Wd Sdng,BrkTil,No,Detchd,Unf,May,30,6180,6,5,0.0,0,5,1,1,0,3,1760.0,1.0,81,128,3.0,1,1,0,0,1,102000,11.532737896139919
RL,NAmes,1.5Fin,VinylSd,CBlock,No,Attchd,Unf,Apr,50,9600,6,5,0.0,280,6,0,1,0,2,2085.6,1.0,58,96,3.0,1,1,1,0,0,119000,11.686887175419702
RL,Sawyer,1.5Fin,VinylSd,CBlock,No,,,May,50,6342,5,8,0.0,0,6,0,0,0,3,1649.4,1.0,135,176,2.5,1,0,1,0,1,94000,11.451060699493427
RL,Mitchel,1Story,Plywood,PConc,Gd,Attchd,RFn,May,20,9819,6,5,0.0,1567,5,2,2,264,4,2820.6000000000004,2.8,32,32,3.125,1,1,0,0,0,196000,12.185875040240456
RL,BrkSide,1Story,Stucco,BrkTil,No,Detchd,Unf,May,30,8731,5,5,0.0,645,6,1,2,0,2,1908.8,1.0,87,342,2.875,1,1,0,0,1,144000,11.87757552297847
RL,NAmes,1Story,HdBoard,CBlock,Mn,Detchd,Unf,Jun,20,7350,5,7,0.0,852,4,0,2,0,4,1719.6,1.8,57,0,3.0,1,1,0,0,0,139000,11.842236406331555
RL,NWAmes,2Story,Plywood,CBlock,No,Attchd,Unf,Oct,60,10304,5,7,44.0,381,9,1,2,448,4,2492.0,3.3,33,96,3.5,1,1,1,0,0,197500,12.193498926601634
RL,CollgCr,2Story,VinylSd,PConc,Gd,BuiltIn,RFn,Apr,60,9965,8,5,340.0,1150,11,1,3,125,4,4008.5,3.8,1,144,3.75,1,1,1,0,1,424870,12.959540872420414
RL,Sawyer,1Story,Wd Sdng,CBlock,No,,,Jul,20,9000,5,3,0.0,288,5,0,0,0,4,1810.8000000000002,1.0,49,24,2.25,1,0,0,0,0,80000,11.289794413577894
RL,Edwards,1.5Fin,MetalSd,BrkTil,No,Detchd,Unf,Jul,190,12180,4,4,0.0,348,5,0,1,0,2,1467.6,1.8,69,0,2.75,1,1,1,0,1,80000,11.289794413577894
RM,BrkSide,1.5Fin,MetalSd,BrkTil,No,Detchd,Unf,Aug,50,6240,5,6,0.0,0,8,1,1,0,3,2414.7999999999997,1.0,78,0,3.25,1,1,1,0,1,149000,11.91170829631447
RL,SawyerW,1Story,Wd Sdng,CBlock,No,Attchd,Unf,May,20,11200,6,5,85.0,1258,5,1,2,165,4,2336.4,2.8,21,26,3.375,1,1,0,0,0,180000,12.100717685412471
RL,Crawfor,2Story,MetalSd,CBlock,No,Attchd,Unf,Jul,70,12000,7,7,0.0,275,7,1,1,0,1,2134.7,1.5,68,0,3.125,1,1,1,0,1,174500,12.069685751267224
RM,OldTown,1.5Fin,Wd Sdng,PConc,No,Detchd,Unf,Aug,50,5700,7,7,0.0,0,5,1,1,0,3,1568.6,1.0,82,176,3.0,1,1,1,0,1,116900,11.669082701743504
RM,OldTown,2Story,VinylSd,PConc,No,Detchd,Unf,Jul,70,9000,7,9,0.0,624,7,0,2,0,4,2007.0,1.4,89,0,3.375,1,1,1,0,1,143000,11.870606902224587
RL,NAmes,1Story,BrkFace,CBlock,No,Attchd,Unf,Nov,20,8280,6,5,0.0,0,4,1,1,0,3,1683.3,1.0,57,214,3.375,1,1,0,0,0,124000,11.728044909070785
RL,Edwards,1Story,HdBoard,CBlock,No,Attchd,Fin,Nov,20,17755,5,4,132.0,176,6,2,2,0,2,2652.2000000000003,1.5,47,240,2.875,1,1,0,0,0,149900,11.917730355182513
RL,Crawfor,1Story,Stone,PConc,No,Attchd,Fin,Jul,20,14115,6,7,0.0,296,6,1,2,0,4,2678.4,1.0,50,280,3.5,1,1,0,0,1,230000,12.345838935721968
RM,IDOTRR,1Story,Wd Sdng,BrkTil,Av,Detchd,Unf,Jun,30,5890,6,8,0.0,538,5,0,1,0,4,1468.8000000000002,1.0,78,96,3.5,1,1,0,0,1,120500,11.699413330633599
RL,NAmes,2Story,VinylSd,CBlock,Gd,Attchd,Unf,May,60,13700,7,6,288.0,454,8,2,2,60,4,2511.2,2.0,43,357,3.125,1,1,1,0,1,201800,12.215037342290755
RL,Veenker,1Story,Plywood,CBlock,Gd,Attchd,RFn,Jul,20,10768,5,8,0.0,1157,6,1,2,0,4,2595.6000000000004,2.8,31,201,3.5,1,1,0,0,1,218000,12.292254928916668
RL,NAmes,SLvl,BrkFace,PConc,Gd,Attchd,RFn,Oct,80,9350,5,8,0.0,633,6,1,2,0,4,2248.7,2.4,43,188,3.375,1,1,0,0,1,179900,12.100161978566867
RL,NridgHt,1Story,VinylSd,PConc,No,Attchd,RFn,Jul,120,5001,7,5,166.0,904,6,1,2,172,4,2368.6,2.8,2,62,3.625,1,1,0,0,1,230000,12.345838935721968
RL,Somerst,1Story,VinylSd,PConc,No,Attchd,RFn,Jun,20,11932,8,5,186.0,0,7,0,3,0,3,2853.2,2.0,1,24,3.625,1,1,0,0,1,235128,12.367889578686164
RL,NWAmes,2Story,HdBoard,CBlock,No,Attchd,RFn,Jul,60,9120,6,6,270.0,442,8,1,2,0,4,2604.4,2.5,34,69,3.375,1,1,1,0,0,185000,12.128116509451258
RL,NPkVill,2Story,Plywood,CBlock,No,Attchd,Unf,Jul,160,2280,6,5,0.0,311,7,1,2,26,4,2142.4,2.5,32,0,3.0,1,1,1,0,0,146000,11.891368749982085
RL,Crawfor,1Story,HdBoard,CBlock,No,Detchd,Unf,Nov,20,14778,6,7,72.0,728,7,1,2,108,2,2676.8,1.8,54,216,3.5,1,1,0,0,1,224000,12.319405795112926
RL,Sawyer,1Story,VinylSd,CBlock,No,Attchd,Fin,May,20,8724,5,5,0.0,492,5,1,2,0,2,1620.1000000000001,1.0,39,0,3.25,1,1,0,0,0,129000,11.767575435251748
RL,Sawyer,SFoyer,Plywood,CBlock,Av,CarPort,Unf,Jan,90,12900,4,4,0.0,1198,6,0,2,120,4,2222.4,2.6,39,0,3.0,1,1,0,0,0,108959,11.59873612138334
RL,Veenker,SLvl,Plywood,PConc,Gd,Attchd,Unf,Jun,80,16157,5,7,0.0,680,5,1,2,168,4,2520.0,2.3,29,180,3.5,1,1,0,0,0,194000,12.175618592671356
RL,NridgHt,1Story,VinylSd,PConc,No,Attchd,RFn,Sep,20,9541,7,5,268.0,0,7,0,2,0,3,2711.5000000000005,2.0,0,114,3.625,1,1,0,0,0,233170,12.359527368950229
RL,CollgCr,1Story,VinylSd,PConc,Av,Attchd,RFn,Feb,20,10475,8,5,72.0,0,7,0,3,160,3,3055.6,2.0,2,33,3.625,1,1,0,0,0,245350,12.41044511731981
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,Fin,Feb,60,10852,6,5,0.0,786,7,1,2,0,4,2444.0,3.3,6,38,3.375,1,1,1,0,0,173000,12.06105265381003
RL,Edwards,2Story,Stucco,CBlock,No,Basment,Unf,Jul,70,13728,6,7,0.0,626,7,2,2,0,1,3021.6,2.0,73,90,3.375,1,1,1,0,1,235000,12.367345048436391
RL,NoRidge,2Story,HdBoard,PConc,Gd,Attchd,Fin,Jul,60,35760,10,5,1378.0,1387,10,1,3,361,4,5182.8,4.3,11,76,3.875,1,1,1,0,1,625000,13.345508528717259
RL,Mitchel,SLvl,Plywood,CBlock,Av,Attchd,Fin,Jul,80,9880,6,6,0.0,522,6,1,1,203,4,2002.4,1.8,31,0,3.0,1,1,0,0,0,171000,12.049424683420915
RL,NAmes,1Story,MetalSd,CBlock,No,Attchd,RFn,Nov,20,9120,6,6,0.0,662,6,1,2,0,4,2277.4,1.8,50,288,3.25,1,1,0,0,0,163000,12.001511614739405
FV,Somerst,2Story,MetalSd,PConc,No,Detchd,Fin,Mar,160,4017,7,5,0.0,0,5,0,2,0,3,1753.5,2.5,2,54,3.625,1,1,1,0,1,171900,12.05467400868968
RL,ClearCr,1.5Fin,MetalSd,CBlock,No,,,Mar,50,18030,5,6,0.0,152,12,1,0,122,1,4378.2,3.0,61,0,2.5,1,0,1,0,1,200500,12.208574513247495
RL,Crawfor,2Story,Wd Sdng,BrkTil,No,Detchd,Unf,Jul,70,16560,6,8,0.0,503,9,1,2,0,1,3114.6,2.5,74,0,3.125,1,1,1,0,1,239000,12.384223015005313
RL,NoRidge,1.5Fin,HdBoard,PConc,No,Attchd,Fin,Apr,50,10678,8,5,337.0,700,9,1,2,0,4,4226.9,2.5,15,33,3.625,1,1,1,0,1,285000,12.560247968016562
RL,Mitchel,1Story,HdBoard,CBlock,No,Attchd,Unf,Oct,20,6951,5,5,0.0,658,5,0,1,362,4,1627.5000000000002,1.8,24,0,3.0,1,1,0,0,1,119500,11.691080018519527
RM,OldTown,1.5Fin,MetalSd,CBlock,No,Detchd,Unf,Dec,50,3950,6,8,0.0,468,5,0,1,0,1,1878.4,1.0,83,116,3.0,1,1,1,0,1,115000,11.652696102959753
RL,Crawfor,1.5Fin,Wd Sdng,BrkTil,No,Detchd,Unf,Jul,50,7681,5,6,0.0,0,7,1,1,192,3,1933.2000000000003,1.5,88,102,3.125,1,1,1,0,1,154900,11.950541482162043
RL,Edwards,1Story,Wd Sdng,Slab,,,,Apr,20,8335,5,5,0.0,0,5,1,0,0,0,1131.7,1.0,52,226,1.625,0,0,0,0,0,93000,11.440365524765756
RL,Timber,2Story,MetalSd,Wood,No,Attchd,Fin,Apr,60,11170,7,5,0.0,1216,8,0,2,0,3,3486.8,2.5,16,0,3.375,1,1,1,0,1,250000,12.429220196836383
RM,Crawfor,1Story,CemntBd,PConc,Gd,Attchd,Fin,Nov,120,5587,8,5,186.0,1480,5,1,2,162,4,2938.4,3.2,0,206,3.875,1,1,0,0,0,392500,12.880294363972055
RL,NoRidge,2Story,Wd Sdng,PConc,Av,Attchd,Fin,Jul,60,15623,10,5,0.0,2096,10,2,3,171,4,6408.8,4.3,11,78,3.875,1,1,1,1,0,745000,13.521140839642674
RL,OldTown,1Story,Stucco,BrkTil,No,Detchd,Unf,Jun,30,10800,5,6,0.0,821,5,1,2,229,1,2032.0,1.8,86,0,3.25,1,1,0,0,1,120000,11.695255355062795
RL,Timber,1Story,MetalSd,CBlock,Gd,2Types,RFn,May,20,35133,5,4,226.0,1159,5,2,3,0,1,2834.6000000000004,2.3,44,526,3.125,1,1,0,0,0,186700,12.137263685701864
RL,Edwards,1.5Fin,AsbShng,BrkTil,No,Attchd,Unf,Mar,50,9738,5,7,0.0,392,7,0,1,0,2,1854.2,1.8,82,236,3.25,1,1,1,0,1,104900,11.560772327227417
RL,OldTown,2Story,HdBoard,CBlock,Mn,CarPort,Unf,Aug,190,10615,3,5,0.0,440,7,0,2,0,2,2492.1,2.8,109,74,2.625,1,1,1,0,1,95000,11.461642696843066
RL,NoRidge,1Story,ImStucc,PConc,No,Attchd,RFn,Jul,20,12461,8,5,0.0,1456,5,1,3,0,4,2932.1,2.8,12,306,3.625,1,1,0,0,1,262000,12.476103599529843
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,RFn,Jul,60,8935,7,5,95.0,0,7,0,2,144,3,2331.6000000000004,2.5,7,68,3.625,1,1,1,0,0,195000,12.180759965737863
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,Fin,Jun,60,7500,7,5,0.0,0,7,1,2,140,3,2605.2,2.5,11,60,3.25,1,1,1,0,0,189000,12.149507585033072
RL,Mitchel,1Story,MetalSd,CBlock,Av,2Types,Fin,Mar,190,32463,4,4,149.0,1159,7,1,4,439,2,2621.2,1.8,46,0,3.375,1,1,0,0,1,168000,12.031725210748633
FV,Somerst,2Story,MetalSd,PConc,No,Detchd,Unf,Nov,160,2645,8,5,456.0,0,5,0,2,206,3,2064.2000000000003,2.5,8,0,3.625,1,1,1,0,1,174000,12.066816325306588
RM,OldTown,1.5Fin,VinylSd,PConc,Mn,Detchd,Unf,Jul,50,9600,5,8,0.0,0,6,0,1,0,3,2039.6,1.0,82,84,3.125,1,1,1,0,1,125000,11.736077016252437
RM,Mitchel,1Story,VinylSd,PConc,No,Attchd,Fin,Jun,120,4500,6,5,425.0,883,5,0,2,0,4,2203.2,2.8,10,304,3.5,1,1,0,0,0,165000,12.013706813470414
RL,Sawyer,2Story,HdBoard,CBlock,No,Attchd,Fin,Mar,60,9364,6,7,143.0,371,7,0,1,379,4,1890.4,1.5,41,36,3.0,1,1,1,0,0,158000,11.970356641102999
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,Fin,Jul,60,8029,6,5,0.0,0,8,0,2,100,3,2043.5,2.5,3,24,3.5,1,1,1,0,0,176000,12.07824495582233
RL,Gilbert,2Story,VinylSd,PConc,Av,BuiltIn,Fin,Nov,60,14054,7,5,0.0,0,9,1,3,100,3,2572.0,2.5,0,17,3.625,1,1,1,0,0,219210,12.29779001527865
RM,OldTown,2.5Unf,MetalSd,BrkTil,No,Detchd,Unf,Jul,75,8850,7,6,0.0,0,7,1,1,0,3,2348.5,1.0,90,330,3.25,1,1,1,0,1,144000,11.87757552297847
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,RFn,Jun,20,9100,7,5,0.0,0,6,0,2,356,3,2188.6,2.0,8,0,3.625,1,1,0,0,0,178000,12.08954444723597
RL,Sawyer,1Story,HdBoard,CBlock,No,Attchd,Unf,Oct,20,11235,4,5,51.0,547,6,1,2,0,1,2230.3,1.5,43,82,3.125,1,1,0,0,1,148000,11.904974309480183
RL,NAmes,1Story,MetalSd,CBlock,No,Attchd,Unf,Jul,20,9353,4,5,0.0,0,5,0,1,0,3,1562.3,1.0,36,0,3.125,1,1,0,0,0,116050,11.6617850286409
RL,CollgCr,2Story,VinylSd,PConc,Av,Attchd,RFn,Mar,60,10400,7,5,0.0,0,6,0,2,198,3,2479.8,2.5,11,36,3.5,1,1,1,0,0,197900,12.19552218463499
RM,BrkSide,1.5Fin,Wd Sdng,BrkTil,No,Detchd,Unf,May,50,6000,5,8,0.0,0,5,1,1,0,3,2060.2,1.8,84,208,3.25,1,1,1,0,1,117000,11.669937760751914
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,Unf,Oct,20,9750,7,5,171.0,0,6,1,2,74,3,2941.5,2.0,9,234,3.625,1,1,0,0,1,213000,12.269052139516223
RL,NWAmes,1Story,HdBoard,CBlock,No,Attchd,RFn,Jul,20,10140,5,6,0.0,788,6,0,2,0,4,1926.6000000000001,2.3,31,88,3.375,1,1,0,0,0,153500,11.941462360646149
RL,SawyerW,1Story,HdBoard,CBlock,Mn,Attchd,RFn,Jun,20,14684,7,7,234.0,485,7,1,3,84,4,3931.4,2.0,19,70,3.5,1,1,0,0,1,271900,12.513193308436527
RH,SawyerW,1Story,HdBoard,CBlock,No,Detchd,Unf,Nov,20,8900,4,4,0.0,1056,5,0,1,0,1,1900.8000000000002,1.8,40,42,3.0,1,1,0,0,0,107000,11.580593459194764
RL,CollgCr,1Story,VinylSd,PConc,Av,Attchd,RFn,May,20,9135,6,5,120.0,340,7,0,2,192,4,3052.6000000000004,2.8,3,23,3.625,1,1,0,0,0,200000,12.206077645517674
RL,NAmes,1Story,MetalSd,CBlock,No,Detchd,Unf,Oct,20,7763,5,7,0.0,504,6,0,2,0,1,2034.8000000000002,1.8,46,0,3.125,1,1,0,0,1,140000,11.849404844423074
RL,Somerst,1Story,VinylSd,PConc,Mn,Attchd,RFn,May,20,10182,8,5,420.0,1220,8,1,2,322,4,2996.5,2.8,0,50,3.75,1,1,0,0,0,290000,12.577639650232573
RL,SawyerW,2Story,Wd Sdng,PConc,No,Attchd,RFn,May,60,11218,6,5,0.0,0,8,1,2,635,3,2696.0,2.5,18,104,3.625,1,1,1,0,0,189000,12.149507585033072
RL,Gilbert,1.5Fin,Wd Sdng,Wood,Av,Basment,RFn,Jun,50,12134,8,7,0.0,427,8,0,2,325,4,2214.3999999999996,2.0,22,12,3.375,1,1,1,0,1,164000,12.00762780434872
RL,Edwards,1Story,MetalSd,CBlock,No,Attchd,Unf,Aug,30,9340,4,6,0.0,344,4,0,1,0,1,1214.6,1.8,68,113,3.0,1,1,0,0,1,113000,11.635151947212842
RL,Sawyer,SLvl,VinylSd,CBlock,Av,Attchd,Unf,May,80,10246,4,9,0.0,648,3,0,1,88,4,1478.4,1.2000000000000002,41,0,3.5,1,1,0,0,1,145000,11.884495917930655
RL,NAmes,SFoyer,MetalSd,CBlock,Av,Attchd,Unf,May,85,10205,5,5,0.0,784,6,0,1,150,2,1745.9,1.8,44,72,3.0,1,1,0,0,0,134500,11.80932691294063
RL,Sawyer,1Story,VinylSd,CBlock,No,Detchd,RFn,May,20,7094,5,5,0.0,180,5,0,1,0,1,1619.1000000000001,1.0,41,0,3.0,1,1,0,0,0,125000,11.736077016252437
RM,Sawyer,1.5Fin,VinylSd,Slab,,Attchd,Unf,Apr,90,8930,6,5,0.0,0,8,0,2,0,0,1908.8,2.0,32,0,2.25,0,1,1,0,0,112000,11.626263078808801
FV,Somerst,1Story,CemntBd,PConc,Mn,Attchd,RFn,Sep,20,8640,8,5,72.0,936,6,0,2,135,4,2361.2,2.8,0,112,3.625,1,1,0,0,0,229456,12.343470927093518
RM,BrkSide,1.5Fin,AsbShng,Slab,,,,Jul,50,6240,4,5,0.0,0,3,0,0,0,0,917.2,1.0,59,0,1.625,0,0,1,0,1,80500,11.296024885689746
RM,BrDale,2Story,CemntBd,CBlock,No,,,Apr,160,1680,6,5,236.0,0,7,0,0,201,3,1757.6999999999998,1.5,35,0,2.25,1,0,1,0,0,91500,11.424105180165641
RL,NAmes,1Story,Wd Sdng,CBlock,No,Attchd,Unf,Nov,20,7800,5,5,0.0,312,5,0,1,0,1,1648.1999999999998,1.0,42,0,3.0,1,1,0,0,0,115000,11.652696102959753
RL,Sawyer,1Story,HdBoard,CBlock,No,Attchd,Unf,Aug,20,8250,5,5,0.0,250,5,1,1,0,2,1978.1,1.0,40,63,3.25,1,1,0,0,0,134000,11.80560254159177
RL,NAmes,1.5Fin,Wd Sdng,CBlock,Mn,Attchd,Unf,Jan,50,10496,6,6,320.0,196,7,1,1,0,1,2685.8,2.0,58,0,3.25,1,1,1,0,1,143000,11.870606902224587
RL,NAmes,1Story,Wd Sdng,CBlock,No,Detchd,Unf,Oct,20,10680,5,3,44.0,756,7,0,2,0,3,3853.7000000000003,2.0,55,30,2.875,1,1,0,0,0,137900,11.834291315386718
RL,Gilbert,2Story,VinylSd,PConc,Av,Attchd,Fin,Feb,60,15384,7,5,0.0,724,8,1,2,100,4,2126.4,3.3,4,75,3.625,1,1,1,0,1,184000,12.122696471358964
RL,NAmes,SLvl,VinylSd,CBlock,Av,Attchd,RFn,Jun,80,10482,6,8,63.0,507,6,0,1,224,4,1614.9,1.4,49,0,3.375,1,1,0,0,0,145000,11.884495917930655
RL,Somerst,2Story,VinylSd,PConc,Mn,BuiltIn,Fin,Jan,60,14598,6,5,74.0,0,9,1,3,100,3,2656.7999999999997,2.5,1,18,3.625,1,1,1,0,0,214000,12.273735966890268
RL,NAmes,1Story,VinylSd,CBlock,No,Detchd,Unf,Dec,20,8872,5,8,300.0,595,5,0,2,0,4,1648.8,1.8,43,240,3.375,1,1,0,0,1,147000,11.898194668458823
RL,NridgHt,1Story,MetalSd,PConc,No,Attchd,Fin,Oct,120,8769,9,5,766.0,1540,7,1,3,0,4,3070.1000000000004,2.3,0,296,4.0,1,1,0,0,0,367294,12.813920618864572
RL,NAmes,SLvl,BrkFace,CBlock,No,Basment,Unf,Aug,80,7910,5,5,0.0,666,7,0,1,0,4,2374.0,2.0,48,0,3.125,1,1,0,0,0,127000,11.751950239425476
RL,Sawyer,1.5Fin,Plywood,CBlock,No,BuiltIn,RFn,Aug,90,18890,5,5,1.0,498,12,1,2,155,4,3708.8,3.0,30,169,3.375,1,1,1,0,0,190000,12.154784614286667
RL,NAmes,SLvl,Wd Sdng,CBlock,Av,Attchd,Unf,May,90,7728,5,6,120.0,803,6,0,2,0,4,2081.8,1.8,44,18,3.0,1,1,0,0,0,132500,11.794345471549745
RL,NAmes,1Story,HdBoard,Slab,,CarPort,Unf,Mar,90,9842,4,5,0.0,0,6,0,2,0,0,1231.0,2.0,45,0,2.25,0,1,0,0,0,101800,11.530775206233024
RL,NAmes,1Story,Plywood,CBlock,No,Attchd,RFn,May,20,12160,5,5,180.0,1000,6,0,2,0,1,2138.4,1.8,51,0,2.875,1,1,0,0,0,142000,11.863589378812122
RH,SWISU,2Story,MetalSd,PConc,Av,,,Nov,70,8525,5,6,0.0,0,7,0,0,0,3,2721.5,1.5,97,192,2.25,1,0,1,0,1,130000,11.775297421715827
