MSZoning,Neighborhood,HouseStyle,Exterior1st,Foundation,BsmtExposure,GarageType,GarageFinish,MoSold_cat,MSSubClass,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,BsmtFinType1_ord,TotalSF,TotalBathrooms,Age,PorchSF,ComponentsQual,HasBsmt,HasGarage,Has2ndFloor,HasPool,Remodeled
RL,NAmes,1.5Fin,WdShing,CBlock,No,Attchd,Unf,Apr,50,9492,5,5,0.0,368,6,1,1,0,1,1998.3,1.8,66,0,3.0,1,1,1,0,1
RL,Gilbert,SLvl,VinylSd,PConc,No,BuiltIn,Fin,Mar,80,7750,8,5,0.0,353,7,1,2,120,4,1745.4,3.3,7,0,3.625,1,1,1,0,0
FV,Somerst,2Story,MetalSd,PConc,No,Detchd,Unf,Jun,160,2117,6,5,216.0,378,5,0,2,0,4,2177.8,2.5,10,32,3.625,1,1,1,0,0
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,RFn,May,60,12435,7,5,172.0,361,7,1,2,0,4,2570.4,2.5,7,341,3.625,1,1,1,0,0
RL,Sawyer,1Story,Wd Sdng,CBlock,No,,,Jul,20,9000,5,3,0.0,288,5,0,0,0,4,1810.8,1.0,49,24,2.25,1,0,0,0,0
RL,SawyerW,1Story,Plywood,CBlock,No,Attchd,Unf,Feb,120,7175,6,5,0.0,623,4,0,1,353,4,1352.2,1.8,26,90,3.125,1,1,0,0,0
RL,Crawfor,2Story,Wd Sdng,CBlock,No,Attchd,Unf,Jul,70,13125,7,6,0.0,410,6,2,1,0,2,2387.5,1.5,67,0,3.0,1,1,1,0,1
RL,Gilbert,2Story,VinylSd,PConc,No,BuiltIn,RFn,Dec,60,9636,6,5,0.0,0,7,1,2,342,3,2239.4,2.5,17,40,3.25,1,1,1,0,1
RL,NAmes,1.5Fin,BrkFace,CBlock,No,Detchd,Unf,Jun,50,8520,5,4,0.0,507,6,0,2,0,1,2120.1,2.0,58,0,2.75,1,1,1,0,0
RL,NAmes,1Story,Wd Sdng,CBlock,No,Attchd,Unf,Jun,20,13300,5,7,0.0,377,4,0,1,261,1,1677.4,1.0,51,156,3.125,1,1,0,0,1
RL,Gilbert,2Story,VinylSd,PConc,No,BuiltIn,RFn,Sep,60,23257,7,5,0.0,0,9,1,2,0,3,2732.2000000000003,2.5,0,100,3.875,1,1,1,0,0
RL,Somerst,1Story,VinylSd,PConc,Av,Attchd,RFn,Jun,20,9849,7,6,0.0,0,7,0,3,0,3,3048.5,2.0,0,56,3.625,1,1,0,0,0
FV,Somerst,2Story,MetalSd,PConc,No,Detchd,Unf,Mar,160,2160,7,5,212.0,510,4,0,2,0,2,1734.4,3.3,9,48,3.625,1,1,1,0,1
RM,OldTown,1.5Fin,Stucco,BrkTil,No,Detchd,Unf,Aug,50,8520,6,7,0.0,168,10,1,1,88,1,3103.2,2.0,91,15,3.25,1,1,1,0,1
RL,NridgHt,1Story,VinylSd,PConc,Gd,Attchd,Fin,Apr,20,15431,10,5,200.0,1767,10,2,3,0,4,4887.700000000001,2.8,1,242,4.0,1,1,0,0,0
RL,NAmes,1Story,VinylSd,Slab,,Detchd,Unf,Apr,20,7200,5,7,0.0,0,5,1,1,0,0,833.0,1.0,55,0,2.5,0,1,0,0,1
RL,Edwards,2Story,Stucco,CBlock,No,Basment,Unf,Jul,70,13728,6,7,0.0,626,7,2,2,0,1,3021.6,2.0,73,90,3.375,1,1,1,0,1
RL,NoRidge,2Story,VinylSd,PConc,No,Attchd,RFn,Jun,60,9950,7,5,290.0,565,9,1,3,224,4,3490.6,2.5,12,114,3.625,1,1,1,0,0
RL,Edwards,1Story,BrkComm,Slab,,Detchd,Unf,Jul,20,10206,3,3,0.0,0,4,0,2,0,0,951.4,1.0,57,0,1.875,0,1,0,0,0
RL,Sawyer,1Story,HdBoard,CBlock,No,Detchd,Unf,May,20,8521,5,5,0.0,842,5,1,1,0,4,1648.6,1.0,43,0,3.0,1,1,0,0,0
RL,NWAmes,SLvl,VinylSd,CBlock,No,BuiltIn,Fin,Jan,80,12090,6,7,74.0,0,7,1,2,268,3,2343.8,3.5,23,259,3.375,1,1,1,0,1
RL,BrkSide,2Story,Wd Sdng,PConc,No,Detchd,Unf,Jul,70,13515,6,6,0.0,0,8,1,2,0,3,2441.2,1.0,88,126,3.25,1,1,1,0,1
FV,Somerst,2Story,VinylSd,PConc,No,Attchd,RFn,Jul,60,8640,7,5,0.0,822,7,1,2,168,4,2579.2,3.3,0,108,3.5,1,1,1,0,0
RM,OldTown,2Story,Wd Sdng,PConc,No,Detchd,Unf,May,50,10440,5,6,0.0,0,5,0,2,74,3,1588.0,1.5,99,128,3.125,1,1,1,0,1
RL,SawyerW,1Story,VinylSd,PConc,No,,,Apr,20,7500,7,5,120.0,680,6,0,0,0,4,1950.3,1.8,4,0,2.75,1,0,0,0,1
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,RFn,May,20,12137,7,5,442.0,0,6,0,2,0,3,2985.0,2.0,12,34,3.5,1,1,0,0,0
RL,Crawfor,1.5Fin,Wd Sdng,BrkTil,No,Detchd,Unf,Jun,50,7642,7,8,0.0,0,7,1,1,0,3,2161.1,1.5,89,240,3.375,1,1,1,0,1
RM,IDOTRR,1Story,Wd Sdng,BrkTil,No,Detchd,Unf,May,30,9786,3,4,0.0,0,6,1,1,0,3,1888.6,1.0,84,148,2.625,1,1,0,0,1
RL,Veenker,1Story,Plywood,CBlock,No,Attchd,RFn,Jun,20,11250,6,6,0.0,767,6,1,2,198,4,2174.4,2.3,29,42,3.25,1,1,0,0,0
RL,SWISU,2Story,MetalSd,BrkTil,No,BuiltIn,RFn,May,70,9842,5,6,0.0,0,8,0,2,183,3,3095.7,3.5,87,301,3.125,1,1,1,0,1
RL,NAmes,1Story,Wd Sdng,CBlock,No,Attchd,Fin,May,20,14850,5,5,0.0,895,6,1,1,268,1,1972.5,1.8,49,122,3.0,1,1,0,0,0
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,RFn,Jul,60,8158,7,5,252.0,550,8,0,2,0,4,2481.7,3.3,5,63,3.625,1,1,1,0,0
RL,Timber,1Story,VinylSd,PConc,No,Attchd,Fin,Jun,20,6853,8,5,136.0,1005,6,0,2,192,4,2309.6,2.8,8,25,3.75,1,1,0,0,1
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,Unf,Apr,20,8775,5,5,0.0,495,5,0,1,0,4,1788.5,1.0,13,64,3.25,1,1,0,0,0
FV,Somerst,1Story,VinylSd,PConc,No,Attchd,RFn,Jun,20,11216,8,5,0.0,0,7,1,2,0,3,2688.3,2.0,0,140,3.75,1,1,0,0,0
RL,NridgHt,2Story,VinylSd,PConc,No,Attchd,RFn,Aug,60,14154,7,5,350.0,0,9,1,3,192,3,3033.3,2.5,1,62,3.875,1,1,1,0,0
RL,Edwards,2Story,VinylSd,PConc,No,BuiltIn,Fin,Jul,60,6931,7,5,92.0,0,7,1,2,178,3,2258.8,2.5,5,128,3.625,1,1,1,0,1
FV,Somerst,1Story,VinylSd,PConc,No,Attchd,Fin,Sep,20,7862,6,5,0.0,27,4,0,2,0,4,2199.9,2.0,0,102,3.625,1,1,0,0,0
RM,OldTown,2Story,VinylSd,PConc,No,Detchd,Unf,Jul,70,9000,7,9,0.0,624,7,0,2,0,4,2007.0,1.4,89,0,3.375,1,1,1,0,1
RL,NPkVill,2Story,Plywood,CBlock,No,Attchd,Unf,Jun,160,2308,6,5,0.0,257,6,1,2,260,4,2008.4,2.9,35,0,3.0,1,1,1,0,0
RM,OldTown,1.5Fin,VinylSd,CBlock,No,Attchd,Unf,Jun,50,5310,6,8,0.0,0,5,0,1,394,3,2028.9,1.0,96,0,3.125,1,1,1,0,1
RL,NAmes,1Story,Wd Sdng,CBlock,No,Attchd,Unf,Dec,20,17600,6,5,30.0,1270,6,2,2,0,2,2660.4,2.8,49,40,3.25,1,1,0,0,0
RL,Edwards,1.5Fin,Wd Sdng,PConc,No,,,May,50,8410,5,3,0.0,0,8,0,0,0,3,1716.2,1.0,96,151,2.125,1,0,1,0,1
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,RFn,Feb,60,8450,7,5,196.0,706,8,0,2,0,4,2401.3,3.3,5,61,3.625,1,1,1,0,0
RL,Mitchel,SFoyer,VinylSd,CBlock,Av,Attchd,RFn,Jun,85,7540,6,6,0.0,773,5,1,2,0,4,1622.4,1.8,29,192,3.375,1,1,0,0,0
FV,Somerst,2Story,MetalSd,PConc,No,Detchd,RFn,Jul,160,2544,7,5,0.0,0,4,0,2,0,3,1705.4,2.5,1,166,3.625,1,1,1,0,0
RL,Timber,SLvl,VinylSd,PConc,No,BuiltIn,Fin,May,80,9735,5,5,0.0,0,7,0,2,100,3,1708.5,2.5,2,0,3.375,1,1,1,0,1
RL,Sawyer,1Story,HdBoard,CBlock,No,Detchd,Unf,Jul,20,8480,5,6,0.0,630,5,0,2,0,4,1754.0,1.8,44,216,3.0,1,1,0,0,0
FV,Somerst,2Story,VinylSd,PConc,No,Attchd,RFn,Mar,60,8125,7,5,0.0,0,6,0,2,0,3,2164.3,2.5,1,45,3.625,1,1,1,0,1
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,RFn,Aug,60,11645,7,5,0.0,0,7,0,2,0,3,2416.9,2.5,2,70,3.625,1,1,1,0,0
RL,Edwards,1Story,MetalSd,CBlock,No,,,May,30,8777,5,7,0.0,0,4,0,0,328,3,1439.5000000000002,1.0,98,164,2.25,1,0,0,0,1
RL,Sawyer,1Story,HdBoard,CBlock,No,Attchd,Unf,Nov,20,13526,5,6,114.0,560,5,0,1,180,2,1683.0,1.8,41,0,3.0,1,1,0,0,0
RL,SWISU,1.5Fin,WdShing,BrkTil,No,Detchd,Unf,Oct,50,6171,6,6,0.0,264,7,1,1,147,2,2393.9,2.5,84,16,3.25,1,1,1,0,1
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,Fin,Jun,60,12589,6,5,0.0,0,8,1,2,36,3,2092.5,2.5,4,24,3.625,1,1,1,0,0
RL,StoneBr,2Story,HdBoard,PConc,No,Attchd,RFn,Jun,160,5306,7,7,0.0,495,5,1,2,441,4,2622.6,2.8,19,35,3.875,1,1,1,0,0
RM,OldTown,1Story,Wd Sdng,BrkTil,No,Detchd,Unf,Jun,30,5684,6,8,0.0,0,5,0,1,0,3,1470.4,1.0,76,113,3.125,1,1,0,0,1
RM,IDOTRR,1.5Fin,Wd Sdng,CBlock,Av,,,Jun,190,6780,6,8,0.0,490,5,0,0,53,4,1176.0,1.8,71,0,2.25,1,0,0,0,1
RL,NAmes,1Story,Wd Sdng,CBlock,Gd,Attchd,RFn,Nov,20,27650,7,7,0.0,425,9,1,2,0,4,2568.3,2.8,48,0,3.5,1,1,0,0,1
RM,BrkSide,2Story,Wd Sdng,BrkTil,Mn,Detchd,Fin,Jun,70,6155,6,8,0.0,0,6,0,2,0,3,1856.8,2.0,88,84,2.875,1,1,1,0,1
RL,NWAmes,1Story,HdBoard,CBlock,No,Attchd,RFn,Jun,20,10400,7,5,189.0,0,6,1,2,0,3,2250.0,2.0,33,0,3.125,1,1,0,0,0
RL,Sawyer,2Story,HdBoard,CBlock,No,Attchd,RFn,Mar,60,13517,6,8,289.0,533,6,0,2,0,4,2059.0,2.5,34,44,3.5,1,1,1,0,1
RL,NAmes,1Story,BrkFace,Slab,,Detchd,Unf,Jul,20,7200,4,5,0.0,0,4,0,2,0,0,1046.0,1.0,56,29,2.25,0,1,0,0,0
RL,NAmes,1Story,BrkFace,Slab,,Detchd,Unf,Jun,90,7200,4,5,0.0,0,6,0,2,0,0,1046.0,2.0,60,0,2.125,0,1,0,0,1
RL,Crawfor,2Story,Stucco,BrkTil,No,Detchd,Unf,Jul,70,7588,7,6,0.0,352,9,1,1,0,3,2441.8,1.5,86,40,2.875,1,1,1,0,1
RL,Mitchel,1Story,HdBoard,PConc,Gd,Attchd,Unf,Jan,20,25286,4,5,0.0,633,5,0,2,0,4,1900.6,1.8,44,0,3.125,1,1,0,0,0
RL,NWAmes,1Story,Plywood,CBlock,No,Attchd,RFn,Apr,20,9650,6,5,360.0,686,6,1,2,0,4,2422.0,2.4,32,16,3.125,1,1,0,0,0
RL,SawyerW,2Story,VinylSd,PConc,No,BuiltIn,RFn,Jan,60,10142,7,5,0.0,656,8,0,2,0,4,2856.4,3.3,6,45,3.625,1,1,1,0,0
RL,SawyerW,2Story,VinylSd,PConc,No,Attchd,Unf,Dec,60,11228,7,5,0.0,50,9,1,3,196,2,2966.9,2.9,15,187,3.625,1,1,1,0,0
RM,Crawfor,1Story,VinylSd,PConc,Gd,Attchd,Fin,Dec,120,4750,8,5,481.0,1573,5,1,2,123,4,2887.8,3.2,1,153,3.625,1,1,0,0,1
RL,ClearCr,1.5Fin,BrkFace,CBlock,No,Attchd,Fin,Jul,50,15593,7,4,0.0,603,7,1,2,0,2,3338.3,2.0,53,135,3.125,1,1,1,0,0
RL,NAmes,1Story,Wd Sdng,CBlock,No,Attchd,Unf,Jun,20,9000,5,5,0.0,812,5,0,1,0,3,1884.3,1.0,52,0,3.0,1,1,0,0,0
RL,Gilbert,2Story,VinylSd,PConc,No,BuiltIn,RFn,Jul,60,12224,6,5,40.0,695,7,1,2,24,4,2847.6,3.3,9,48,3.625,1,1,1,0,0
RL,Crawfor,1Story,MetalSd,CBlock,Mn,Attchd,Unf,Jun,190,15750,5,5,56.0,841,5,2,1,0,2,2277.0,1.8,53,0,3.0,1,1,0,0,0
RL,NoRidge,2Story,VinylSd,PConc,No,Attchd,Fin,Jun,60,9452,8,5,423.0,1074,7,1,3,0,4,3517.0,3.3,9,70,3.625,1,1,1,0,1
RL,Veenker,1Story,BrkFace,PConc,Gd,Attchd,Fin,May,120,10846,8,5,0.0,1619,6,2,2,122,4,3097.4,3.1,15,30,3.625,1,1,0,0,0
RL,NoRidge,2Story,VinylSd,PConc,No,Attchd,RFn,Aug,60,10944,7,5,448.0,1000,5,2,2,171,4,3113.5,3.3,14,132,3.625,1,1,1,0,0
RL,NAmes,1.5Fin,MetalSd,CBlock,No,Attchd,Unf,Apr,50,10930,5,6,0.0,580,6,1,1,0,2,2294.4,2.3,63,0,3.0,1,1,1,0,1
RL,NAmes,1Story,MetalSd,CBlock,No,Attchd,Fin,Jun,20,7535,5,7,0.0,111,5,0,1,12,2,1648.6,1.4,49,285,2.875,1,1,0,0,1
RM,OldTown,1.5Fin,VinylSd,BrkTil,No,,,May,50,5925,3,6,0.0,0,6,0,0,0,3,1453.0,1.0,99,0,2.125,1,0,1,0,1
RL,NAmes,1Story,HdBoard,CBlock,No,Attchd,RFn,Feb,20,10004,6,6,180.0,196,6,0,2,0,1,2738.8,1.5,45,152,3.0,1,1,0,0,0
RL,NWAmes,2Story,HdBoard,PConc,Mn,Attchd,Fin,Jul,60,18800,6,5,120.0,712,6,1,2,306,4,2210.8,3.3,30,111,3.125,1,1,1,0,0
C (all),IDOTRR,1Story,Wd Sdng,CBlock,No,,,Nov,30,7879,4,5,0.0,495,4,0,0,0,1,1302.0,1.0,89,638,2.25,1,0,0,0,1
RL,NridgHt,1Story,VinylSd,PConc,Av,Attchd,Fin,Sep,20,16737,9,5,66.0,1447,8,1,3,194,4,3576.9,2.8,2,45,3.875,1,1,0,0,1
RL,NWAmes,1Story,Wd Sdng,CBlock,Mn,Attchd,RFn,May,20,14145,7,7,0.0,213,8,0,2,108,4,2596.5,2.8,22,45,3.625,1,1,0,0,1
RL,NWAmes,1Story,CemntBd,CBlock,No,Attchd,Fin,Jun,20,16635,6,7,126.0,1246,8,1,2,240,4,2883.6000000000004,2.4,32,0,3.5,1,1,0,0,1
RM,OldTown,1Story,MetalSd,BrkTil,Mn,Detchd,Unf,Oct,40,5400,6,7,0.0,370,5,0,1,0,3,2539.2,2.0,81,183,3.375,1,1,1,0,1
RL,NAmes,1Story,MetalSd,CBlock,Gd,Attchd,RFn,Dec,20,16321,5,6,0.0,1277,6,2,1,288,2,2791.9,1.8,49,258,3.0,1,1,0,0,1
RL,NWAmes,SLvl,HdBoard,CBlock,No,Attchd,RFn,Aug,80,10448,6,6,333.0,0,7,1,2,0,3,2670.2,2.5,37,104,3.0,1,1,1,0,0
RM,Edwards,2Story,VinylSd,PConc,No,Detchd,Unf,May,160,2522,7,5,50.0,0,7,0,2,0,3,2487.4,2.0,2,40,3.625,1,1,1,0,0
RL,NWAmes,2Story,MetalSd,CBlock,No,Attchd,RFn,Apr,60,9900,7,5,342.0,552,9,1,2,0,2,2643.6,2.5,40,43,3.125,1,1,1,0,0
RH,Edwards,1Story,MetalSd,BrkTil,No,,,May,30,4270,3,6,0.0,544,6,0,0,0,1,1216.2,1.0,76,286,2.625,1,0,0,0,1
RM,IDOTRR,1Story,AsbShng,BrkTil,No,,,Jan,30,3636,4,4,0.0,0,5,0,0,0,3,1436.8000000000002,1.0,86,100,2.0,1,0,0,0,1
RL,Timber,1Story,Plywood,CBlock,No,Attchd,RFn,Jan,20,16669,8,6,653.0,0,6,1,2,574,3,3055.8,2.5,25,64,3.25,1,1,0,0,0
RL,NridgHt,2Story,VinylSd,PConc,No,Attchd,Fin,Nov,60,10562,8,5,300.0,1288,8,1,3,178,4,3435.2000000000003,2.3,0,120,3.875,1,1,1,0,0
RM,IDOTRR,1.5Fin,MetalSd,CBlock,No,Detchd,Unf,Jun,50,10320,6,7,0.0,0,7,0,1,57,3,2079.8,1.0,102,239,3.25,1,1,1,0,1
RL,NAmes,1Story,WdShing,CBlock,No,Attchd,Unf,Jun,20,10197,6,5,491.0,288,6,1,2,0,4,2459.6000000000004,2.3,47,20,3.0,1,1,0,0,0
RL,CollgCr,2Story,VinylSd,PConc,Mn,Attchd,RFn,May,60,9531,6,5,0.0,706,7,0,2,0,4,2431.2,3.3,9,36,3.375,1,1,1,0,0
RL,Timber,2Story,MetalSd,Wood,No,Attchd,Fin,Apr,60,11170,7,5,0.0,1216,8,0,2,0,3,3486.8,2.5,16,0,3.375,1,1,1,0,1
RL,ClearCr,1Story,Plywood,PConc,Gd,Attchd,Fin,Apr,40,23595,7,6,0.0,1258,4,1,2,268,4,2589.6000000000004,2.1,31,0,3.375,1,1,1,0,0
RH,Crawfor,2Story,MetalSd,CBlock,No,2Types,Unf,Aug,90,6270,5,6,0.0,284,8,0,3,0,2,2811.0,2.0,58,0,3.0,1,1,1,0,1
RL,NAmes,1.5Fin,Wd Sdng,CBlock,No,Attchd,Unf,Aug,50,9490,6,7,0.0,403,5,2,1,0,2,2230.7000000000003,1.8,65,32,2.875,1,1,1,0,1
RL,NAmes,1Story,Wd Sdng,CBlock,No,Attchd,Unf,May,20,10200,5,7,104.0,320,6,0,2,0,4,1963.3,1.8,56,0,3.125,1,1,0,0,1
RM,BrkSide,1.5Fin,AsbShng,Slab,,,,Jul,50,6240,4,5,0.0,0,3,0,0,0,0,917.2,1.0,59,0,1.625,0,0,1,0,1
RL,ClearCr,1Story,Wd Sdng,CBlock,Gd,Attchd,Unf,Jun,20,25095,5,8,0.0,1324,5,2,1,0,4,2629.1000000000004,2.6,41,108,3.5,1,1,0,0,1
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,Fin,Aug,60,7750,7,5,0.0,0,6,0,2,0,3,1848.0,2.5,4,48,3.625,1,1,1,0,0
RL,NAmes,1.5Fin,VinylSd,CBlock,No,Attchd,Unf,Jan,50,17503,6,5,0.0,0,6,1,1,192,3,2195.4,1.4,62,0,3.0,1,1,1,0,1
RL,NAmes,1Story,BrkFace,CBlock,No,,,Jul,90,8000,5,4,0.0,0,10,0,0,0,3,3248.0,2.0,46,0,2.5,1,0,0,0,0
RL,Gilbert,2Story,VinylSd,PConc,No,BuiltIn,Fin,May,60,7851,6,5,,625,8,2,2,288,4,2648.0,3.3,8,48,3.625,1,1,1,0,0
RL,Sawyer,1Story,HdBoard,CBlock,No,Attchd,RFn,Mar,20,10000,5,6,0.0,594,6,1,1,165,2,1843.2,1.8,48,0,3.25,1,1,0,0,1
RL,CollgCr,2Story,HdBoard,CBlock,No,Attchd,Fin,Mar,60,10900,6,7,153.0,378,6,0,1,0,4,1943.2,1.5,33,36,3.375,1,1,1,0,0
RL,NridgHt,1Story,VinylSd,PConc,Mn,Attchd,RFn,May,20,12182,7,5,226.0,1201,7,1,2,0,2,2783.3,2.0,5,70,3.625,1,1,0,0,0
RL,NAmes,1Story,MetalSd,CBlock,No,Detchd,Unf,Jul,20,7388,5,6,0.0,405,7,0,2,0,1,2184.9,1.8,48,0,3.25,1,1,0,0,1
RL,OldTown,1.5Fin,Wd Sdng,CBlock,No,Attchd,Unf,Apr,50,10800,5,8,0.0,626,7,1,2,436,4,2108.8,2.4,70,21,3.125,1,1,1,0,1
RL,NWAmes,2Story,VinylSd,CBlock,No,Attchd,RFn,Feb,60,11475,6,6,0.0,550,6,1,2,209,4,2130.9,3.3,31,208,3.125,1,1,1,0,0
RM,Mitchel,1Story,VinylSd,PConc,No,Attchd,Fin,Jun,120,4500,6,5,425.0,883,5,0,2,0,4,2203.2,2.8,10,304,3.5,1,1,0,0,0
RM,OldTown,2.5Fin,Wd Sdng,BrkTil,Mn,Detchd,Unf,Jun,75,22950,10,9,0.0,0,12,2,3,0,3,4502.6,2.5,114,670,4.0,1,1,1,0,1
RL,Timber,1Story,VinylSd,CBlock,Gd,Attchd,RFn,Jul,20,16905,5,6,0.0,967,5,2,1,0,2,2419.5,1.9,48,104,3.25,1,1,0,0,0
RL,OldTown,1Story,MetalSd,BrkTil,No,Detchd,Unf,Dec,30,5400,5,6,0.0,0,4,0,1,0,3,1937.4,1.0,85,112,3.25,1,1,0,0,1
RM,IDOTRR,1.5Fin,CemntBd,CBlock,No,,,Aug,50,8500,5,7,0.0,0,7,0,0,0,3,2159.9,2.0,88,144,2.125,1,0,1,0,1
RL,NAmes,1Story,VinylSd,CBlock,No,Detchd,Unf,Jan,20,7922,5,7,0.0,731,5,0,1,0,4,1909.4,1.8,57,52,3.25,1,1,0,0,1
RL,NAmes,SFoyer,MetalSd,CBlock,Gd,Detchd,Unf,Dec,90,7032,5,5,0.0,943,4,2,2,42,4,1697.4,1.8,27,0,3.125,1,1,0,0,0
RL,Timber,1Story,VinylSd,PConc,Av,Attchd,Fin,Nov,20,14536,8,5,236.0,1300,9,1,3,0,4,2930.3,2.8,5,252,3.625,1,1,0,0,1
RL,NAmes,1Story,HdBoard,Slab,,CarPort,Unf,Mar,90,9842,4,5,0.0,0,6,0,2,0,0,1231.0,2.0,45,0,2.25,0,1,0,0,0
RL,Somerst,1Story,VinylSd,PConc,Gd,Attchd,Unf,Aug,20,15256,8,5,84.0,929,6,0,3,168,4,2656.9,2.8,0,160,3.625,1,1,0,0,0
RM,Mitchel,1Story,VinylSd,PConc,No,Attchd,Unf,May,120,4500,6,5,116.0,897,5,0,2,0,4,2192.0,2.8,8,125,3.5,1,1,0,0,0
RL,NridgHt,1Story,VinylSd,PConc,No,Attchd,RFn,May,20,11428,8,5,248.0,0,7,1,3,0,3,2944.6000000000004,2.0,1,44,3.625,1,1,0,0,0
RL,Sawyer,2Story,HdBoard,CBlock,No,Attchd,RFn,Jul,60,11184,6,5,92.0,226,7,1,2,243,3,2424.4,2.5,31,0,3.125,1,1,1,0,0
RL,Sawyer,1Story,Plywood,CBlock,Mn,Attchd,Unf,May,20,8246,5,8,0.0,188,6,1,1,406,1,1908.0,1.8,42,90,3.5,1,1,0,0,1
RL,Mitchel,1Story,Plywood,PConc,Gd,Attchd,RFn,May,20,9819,6,5,0.0,1567,5,2,2,264,4,2820.6000000000004,2.8,32,32,3.125,1,1,0,0,0
RL,NAmes,1Story,MetalSd,CBlock,Mn,Detchd,Unf,Oct,20,9230,5,8,166.0,661,6,0,2,0,4,1898.3,2.3,41,64,3.25,1,1,0,0,1
RM,OldTown,1Story,MetalSd,CBlock,No,Attchd,Unf,Jun,30,4608,4,6,0.0,0,4,0,1,0,3,1349.3,1.0,65,0,3.125,1,1,0,0,1
FV,Somerst,1Story,MetalSd,PConc,Av,Attchd,Fin,Jan,120,5119,9,5,60.0,1238,5,1,2,97,4,3072.4,2.8,9,65,3.75,1,1,0,0,1
RL,Sawyer,1.5Fin,Plywood,CBlock,No,BuiltIn,RFn,Aug,90,18890,5,5,1.0,498,12,1,2,155,4,3708.8,3.0,30,169,3.375,1,1,1,0,0
RL,NAmes,1Story,Plywood,CBlock,No,Attchd,RFn,Jul,20,9500,6,5,247.0,609,6,2,2,0,2,2509.2,2.3,46,261,3.25,1,1,0,0,0
RM,OldTown,2Story,Wd Sdng,CBlock,No,Detchd,Unf,Jul,90,7596,5,5,360.0,0,10,0,2,0,3,2734.0,2.0,57,0,3.125,1,1,1,0,0
RL,Blmngtn,1Story,VinylSd,PConc,Gd,Attchd,Fin,May,120,3196,8,5,40.0,0,7,1,2,143,3,2474.4,2.0,3,20,3.625,1,1,0,0,0
RL,CollgCr,1Story,VinylSd,PConc,No,Attchd,RFn,Mar,20,9808,7,5,110.0,788,6,0,2,0,4,2838.1,2.8,7,72,3.625,1,1,0,0,0
RH,SawyerW,1.5Unf,Wd Sdng,BrkTil,No,Detchd,Unf,Oct,45,9000,6,3,0.0,0,5,0,2,0,3,1417.2,1.0,81,91,2.5,1,1,0,0,1
RM,OldTown,2.5Unf,Wd Sdng,BrkTil,Mn,Detchd,Unf,Oct,75,10800,7,7,0.0,390,6,2,2,0,1,2478.0,1.5,92,341,3.0,1,1,1,0,1
RL,NoRidge,2Story,Wd Sdng,PConc,Gd,Attchd,RFn,Aug,60,10542,7,5,651.0,1173,9,1,3,250,4,3476.4,3.3,15,370,3.625,1,1,1,0,1
RL,Gilbert,2Story,VinylSd,PConc,No,Attchd,Fin,May,60,10762,7,5,344.0,694,9,1,2,0,4,2765.4,2.5,10,0,3.625,1,1,1,0,0
RL,Mitchel,1Story,Plywood,CBlock,No,Detchd,Unf,Jul,90,9297,5,5,0.0,1606,8,0,2,0,4,3116.7000000000003,3.6,30,0,3.0,1,1,0,0,0
RM,OldTown,1Story,Wd Sdng,BrkTil,No,Detchd,Unf,Jun,30,5232,5,5,0.0,0,4,0,2,0,3,1311.0,1.0,83,0,3.0,1,1,0,0,1
RM,MeadowV,SLvl,CemntBd,CBlock,Gd,BuiltIn,Unf,Nov,180,1596,4,5,0.0,462,5,0,1,120,4,1359.6999999999998,1.8,36,101,3.125,1,1,1,0,0
RM,MeadowV,2Story,CemntBd,CBlock,No,Attchd,Unf,Jan,160,2001,4,5,80.0,0,6,0,1,0,3,1530.9,1.5,37,0,2.875,1,1,1,0,0
RM,BrDale,2Story,HdBoard,CBlock,No,Attchd,Unf,Jun,160,1680,6,5,297.0,0,5,1,1,0,3,1375.5,1.5,34,0,3.0,1,1,1,0,0
RL,CollgCr,2Story,VinylSd,PConc,No,Attchd,Unf,Jul,60,8750,7,5,0.0,642,8,1,2,144,4,2647.0,3.3,14,133,3.75,1,1,1,0,1
RL,Edwards,1Story,Wd Sdng,CBlock,Av,Attchd,Unf,Jun,20,9571,5,6,0.0,739,6,0,1,44,2,2066.0,1.8,54,0,3.0,1,1,0,0,0
RL,CollgCr,2Story,VinylSd,PConc,Av,BuiltIn,RFn,Nov,60,11885,8,5,108.0,990,7,1,2,160,4,2911.2,3.3,8,122,3.75,1,1,1,0,0
RL,ClearCr,2Story,Plywood,PConc,No,Attchd,Unf,Sep,60,10029,6,5,268.0,831,8,1,2,0,4,2990.5,2.9,19,420,3.25,1,1,1,0,1
RL,SawyerW,1Story,VinylSd,PConc,No,Detchd,Unf,Jun,20,13695,5,5,0.0,646,6,0,2,0,4,2011.8,2.3,4,102,3.375,1,1,0,0,0
